#REF, https://ui.adsabs.harvard.edu/abs/2016ApJ...833..254S/abstract
#AUTHOR, Smit+
#YEAR, 2016
#REDSHIFT, 5
#COLUMN1, log SFR [M_sun yr^-1]
#COLUMN2, log Phi [dex^-1 Mpc^-3]
#COLUMN3, -sigma
#COLUMN4, +sigma
#NOTE, SFRF based on the UV luminosity function (Bouwens+15), UV-magnitude relation (Bouwens+14), and SMC-type dust caribration, (h, Omega_m, Omega_l) = (0.7, 0.3, 0.7)
#IMF, Salpeter
-0.610, -1.242, 0.151, 0.112
-0.180, -1.704, 0.099, 0.081
0.260, -1.996, 0.056, 0.050
0.600, -2.332, 0.037, 0.034
0.820, -2.530, 0.032, 0.030
1.050, -2.643, 0.029, 0.027
1.270, -2.827, 0.031, 0.029
1.500, -3.235, 0.043, 0.039
1.730, -3.654, 0.065, 0.057
1.960, -4.131, 0.121, 0.095
2.180, -4.886, 0.336, 0.187
2.410, -5.398, inf, 0.301
