#REF, https://ui.adsabs.harvard.edu/abs/2021MNRAS.503.4413M/abstract
#AUTHOR, McLeod+
#YEAR, 2021
#REDSHIFT, 2.5
#COLUMN1, log M_* [M_sun]
#COLUMN2, log Phi [dex^-1 Mpc^-3]
#COLUMN3, -sigma
#COLUMN4, +sigma
#NOTE, derived from combination of ground-based UV/optical/near-IR using CFHT, UKIDSS, VISTA, and Subaru/SSC with space-based UV/mid-IR using HST CANDELS catalog and Spitzer/IRAC, Chabrier IMF, (h, Omega_m, Omega_l) = (0.7, 0.3, 0.7)
#IMF, Chabrier
8.375 , -1.65, 0.18, 0.13
8.625 , -1.76, 0.17, 0.12
8.875 , -1.96, 0.20, 0.14
9.125 , -2.23, 0.07, 0.06
9.375 , -2.39, 0.07, 0.06
9.625 , -2.55, 0.05, 0.05
9.875 , -2.69, 0.03, 0.03
10.125, -2.89, 0.03, 0.03
10.375, -3.03, 0.05, 0.04
10.625, -3.19, 0.04, 0.04
10.875, -3.38, 0.06, 0.05
11.125, -3.77, 0.06, 0.06
11.375, -4.38, 0.12, 0.09
11.625, -5.30, 0.31, 0.18
11.875, -6.23, inf, 0.36
