#REF, https://ui.adsabs.harvard.edu/abs/2021MNRAS.503.4413M/abstract
#AUTHOR, McLeod+
#YEAR, 2021
#REDSHIFT, 3.25
#COLUMN1, log M_* [M_sun]
#COLUMN2, log Phi [dex^-1 Mpc^-3]
#COLUMN3, -sigma
#COLUMN4, +sigma
#NOTE, derived from combination of ground-based UV/optical/near-IR using CFHT, UKIDSS, VISTA, and Subaru/SSC with space-based UV/mid-IR using HST CANDELS catalog and Spitzer/IRAC, Chabrier IMF, (h, Omega_m, Omega_l) = (0.7, 0.3, 0.7)
8.625 ,  -1.80, 0.16, 0.12
8.875 ,  -2.02, 0.17, 0.12
9.125 ,  -2.23, 0.08, 0.07
9.375 ,  -2.44, 0.09, 0.07
9.625 ,  -2.63, 0.05, 0.05
9.875 ,  -2.86, 0.08, 0.07
10.125,  -3.08, 0.07, 0.06
10.375,  -3.34, 0.08, 0.06
10.625,  -3.59, 0.05, 0.04
10.875,  -3.86, 0.06, 0.05
11.125,  -4.23, 0.14, 0.10
11.375,  -4.69, 0.35, 0.19
11.625,  -5.47, 0.35, 0.19
#11.875, -6.81, \inf, 0.42
