#REF, https://ui.adsabs.harvard.edu/abs/2019MNRAS.488.3143B/abstract
#AUTHOR, Behroozi+
#YEAR, 2019
#REDSHIFT, 3
#COLUMN1, log M_h [M_sun]
#COLUMN2, log (M_*/M_h)
#COLUMN3, -sigma
#COLUMN4, +sigma
#NOTE, Empirical modeling using UniverseMachine by Behroozi+ (2021), (h, Omega_m, Omega_l) = (0.678, 0.307, 0.693)
#IMF, Chabrier
8.750, -6.288, 0.288, 0.216
9.000, -5.971, 0.273, 0.193
9.250, -5.561, 0.239, 0.181
9.500, -4.884, 0.189, 0.177
9.750, -4.191, 0.133, 0.163
10.000, -3.725, 0.098, 0.144
10.250, -3.439, 0.078, 0.134
10.500, -3.229, 0.061, 0.112
10.750, -3.046, 0.058, 0.080
11.000, -2.859, 0.055, 0.055
11.250, -2.669, 0.050, 0.036
11.500, -2.474, 0.051, 0.017
11.750, -2.274, 0.053, 0.011
12.000, -2.082, 0.051, 0.013
12.250, -1.920, 0.039, 0.026
12.500, -1.868, 0.027, 0.053
12.750, -1.964, 0.046, 0.084
13.000, -2.171, 0.057, 0.118
13.250, -2.386, 0.059, 0.156
13.500, -2.923, 0.050, 0.176
